id,Class title,Class description,Image,Type,Intensity,Online available,Physical available,Benefits,Demo video,Equipments,Tag,Updated,Created
SFF0045,Healthy Snacking 101,"Is snacking good or bad for you? In this talk, we’ll show you the pros and cons of snacking, help you differentiate good and bad snacking
habits, and provide some easy tips to choose snacks that are good for your health, especially when you’re on a weight management journey.",https://drive.google.com/file/d/14axOX-m23u--LUMqP23cmtFagkjKFBpd/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Classic,24 May 2022,23 May 2022
SFF0046,"The Silent Killers: Obesity, Diabetes, Stroke","In recent years, more people are getting diagnosed with lifestyle diseases that became so severe, sudden death is a possible risk they
have to live with. In this talk, we’ll raise your awareness of the risk factors that can lead to lifestyle diseases, offer some key nutritional tips
to help you watch what you eat, and guard you against lifestyle habits that may just kill you silently.",https://drive.google.com/file/d/1nWUc-ixBZIXemQTUiOxwFLhgEV7Gmz4B/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Revamped,24 May 2022,23 May 2022
SFF0047,Men vs Women: Nutritional Needs,"How are men and women built differently? How does that affect our nutritional needs? In this talk, we’ll show you the differences in our
body systems and what it means for our eating and weight regulation behaviours. You’ll also learn some basic food nutrition for your unique
body, so you can make better food and lifestyle choices in the long term.",https://drive.google.com/file/d/1XwKsoIrMYCM4SAapVXzmCRFcSxpe4Yci/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,New,24 May 2022,23 May 2022
SFF0048,Nutrition for Women: Gut Health and Female Hormone,"There are some nutritional needs unique to females, and catering to them can mean the difference to the way you work, live, and play. In
this talk, we’ll offer some insight into the connection between gut health and female hormones, while offering some top tips to nourish the female body in the best ways.",https://drive.google.com/file/d/1Tp0pqmW6Lc5kjhMmLCgpGlof7Ctngejd/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,https://drive.google.com/file/d/1K49gkW8rzxAYAN_CbMv_7nDSRAqSE_3f/view?usp=sharing,Not required,New,24 May 2022,23 May 2022
SFF0049,Nutrition for Graceful Ageing,"We can’t stop our bodies from ageing but we defi nitely can adjust our diets to stay strong and healthy. In this talk, you’ll discover how ageing
affects our overall health and learn to make the right food choices in support of graceful ageing.",https://drive.google.com/file/d/1m1THnxfoPd-k9n759B4ZfM2tDOoabj3n/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,New,24 May 2022,23 May 2022
SFF0050,Nutrition for your Immune System,"A well-functioning immune system is the foundation of good health that protects us against disease and infections. In this talk, you discover
the role of nutrition in building and maintaining a healthy immune system as we discuss the myths and facts around ‘Immunity-boosting
supplements’. You’ll also get to pick up some tips on choosing the right kind of food to keep illnesses at bay.",https://drive.google.com/file/d/1c9cxRh7LpRLWoXHlDgYoTQaivTZX6Rcu/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,New,24 May 2022,23 May 2022
SFF0051,Weight Loss 101,"With so much confl icting information about diet plans out there, it’s hard knowing what will work in your case. In this talk, we’ll break down
the root causes of obesity and its consequences, so you can get familiar with what you’re really dealing with. You’ll also be provided with
actionable tips to achieve and maintain your ideal, healthy weight though food and lifestyle changes.",https://drive.google.com/file/d/1wlz28zQKQjAE0KAsIHhI1FKKq0JFWtBH/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Classic,24 May 2022,23 May 2022
SFF0052,"Eat Out, Eat Well","Eating out is also about discovering what’s out there to enjoy or to spend quality time with others, but that doesn’t mean your health
needs to take a back seat. In this talk, we’ll help you understand the importance of eating well, show you its benefits to our wellbeing, and
offer some practical steps to stay healthy even when eating out.",https://drive.google.com/file/d/1Vi29RPjQlPUUPf5j1FuaQasAIocWg-V5/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Recommended,24 May 2022,23 May 2022
SFF0053,The Truth About Fad Diets,"Tempted by a ‘quick fi x’ or ‘miracle’ weight loss? It’s probably too good to be true! Fad diets gained popularity by offering short-term weight
loss fast, but results with such minimal effort are often unrealistic and unsustainable. In this talk, we’ll cover why various fad diets seem
effective but may be unsustainable, so you can decide if they’re really worth it.",https://drive.google.com/file/d/1lgT2ta45mkInWQ5B16lcf5oi40cSB_0P/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Classic,24 May 2022,23 May 2022
SFF0054,Secrets To Effective Meal Prep,"Prepare your meals in a more effective and effi cient manner while taking control of your nutrition through meal-prepping. In this talk, you’ll
discover the health tradeoffs you’re making when ordering takeouts, how easy having a homecooked, nutritious meal after work can really be, and
the various secrets to save time without losing out on taste while improving your food’s shelf life.",https://drive.google.com/file/d/1u1VsogfL_gRX0fsskeA_Kns7sOnfyoEm/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,,Not required,Classic,24 May 2022,23 May 2022
SFF0055,Cooking Demo (Hands-on),"Learn to whip up yummy and healthy dishes from our nutritionist/dietician, all from the comfort of your home kitchen! We’ll
show you how to enhance your food with natural ingredients and pick healthier alternatives for common local recipes.
All you’ll need is your kitchen equipment and stove, fresh ingredients (we’ll share an ingredients list 2 weeks before the demo) and to follow
along on the day itself! Vegan and vegetarian options are available upon request.",https://drive.google.com/file/d/1vOR6c-6vpg2fB3LPftu5YIfftmzxbK5F/view?usp=sharing,Nutrition Talk,N/A,Yes,Yes,Nutrition awareness,https://drive.google.com/file/d/13UCB6MN3qNIXKVkE55GfyTjMAV_-P4Tt/view?usp=sharing,Ingredients,Special,24 May 2022,24 May 2022
SFF0056,Restart To Win: Getting back to work effectively,"The COVID-19 health pandemic has resulted in numerous disruptions to our lives and the way we work. While governments and health agencies are learning how to cope and manage effectively, companies are eager to restart to ensure survivability of their respective businesses.",https://drive.google.com/file/d/10kLNfV6knD7a75CE_rcnekqoD-8hdwn1/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1keyBBHW9EZAmvUibI3DD0A6NNp9pdCTo/view?usp=sharing,Not required,Classic,01 June 2022,01 June 2022
SFF0057,Resilience: Managing Change with Optimism,"We live in a fast-paced and demanding society. Surmounting pressures from work demands can leave many people in Singapore with stress-related problems. Mental health is now a great concern, especially with about 1 in 10 adults suffering from mental illnesses in Singapore.
While it is impossible not to experience stress, early intervention and better-coping skills can signifi cantly reduce stress and mental health issues.",https://drive.google.com/file/d/1uOx4dA4vnNKZthFGR_7QAXaagAqBeid0/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/17nQzs0qZ5DDbM_8yQuCPOEbsUrKOTrHX/view?usp=sharing,Not required,Classic,02 June 2022,02 June 2022
SFF0058,Boosting Psychological Immunity Amidst Uncertainties,"situations, and it is inevitable that we may react with anxiety to some of them. However, it is important to  differentiate ordinary anxiety from anxiety disorders.
During the recent COVID-19 outbreak, we have observed social phenomena such as hoarding, distancing, and even discrimination against each other. This workshop focuses on how people respond to stressful changes as well as effective strategies we can use to overcome anxiety and manage change in our lives.",https://drive.google.com/file/d/14bAlRJxtMu6lqe3eXPoE4auK7OmIqltu/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1ZLfiwebc2zEJK5zcVBSYl6DYUizgpB-q/view?usp=sharing,Not required,Classic,03 June 2022,03 June 2022
SFF0059,Barriers To Change,"With the dynamic changes of the Global Pandemic, work structures are rapidly changing, regardless of whether employees are equipped with skills to adapt and cope with the changes. Working together in this new norm can be challenging and frustrating because changes are not always easy. Come and learn the science behind our response to change and how best to cope and support others to enhance team engagement.",https://drive.google.com/file/d/1807dRTWqeo7snsDvT-XpXvLNEs0NhLZq/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,04 June 2022,04 June 2022
SFF0060,Winning Over Anger,"Anger is a common human response and emotion, and everyone has experienced anger to different degrees. These range from mild irritation to extreme rage. The emotion of anger is neither good nor bad. It is perfectly normal to experience it when people feel mistreated or wronged. What is important is how we deal with it. Uncontrolled anger of any quality possesses very destructive and negative consequences to both self and others. It affects personal relationships and one’s quality of life.",https://drive.google.com/file/d/1khVeEfukfcSbmYtx7S6ia1EIYcdvDQrc/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1OEC7dzmeNaWu55kEHBQl6x-DLXOr2Q2C/view?usp=sharing,Not required,Classic,05 June 2022,05 June 2022
SFF0061,Cultivating A Healthy Mind,"Stress can come from many areas, but the hardest one to battle is our own inner critic. Our personal expectations, judgments, and fears often impair us from overcoming challenges. A healthy mind enables us to vercome life’s distresses, grow in resilience and maintain mental and emotional stability. By cultivating a healthy mind, we grow in
self-awareness and understanding, and can build healthy relationships with others.",https://drive.google.com/file/d/1B82tnGH6KLloXS6MvJCoIgWuclYwzQoB/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1zy_OwRKRKn8xet7IChBpsmvAXvbfw1p3/view?usp=sharing,Not required,Classic,06 June 2022,06 June 2022
SFF0062,Converting Stress to Success,"Stress is often viewed negatively because of the dire effects it has on our health. It is reported that stress is the basic cause of 60% of human ailments and disease. Despite this shocking fi gure, it is important to
realize that stress is inevitable and an essential part of life. There are even good stressors which prepare our body for further actions such as fight or flight. Instead of trying to avoid stress completely, this talk aims to impart tips on how to convert stresses to successes.",https://drive.google.com/file/d/11vm9Zw90Z7ifye7E6Jry2aZq21ce8E3l/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1d3oViapsGnBUeYnsQiuAAQg8JMOTQgu-/view?usp=sharing,Not required,Classic,07 June 2022,07 June 2022
SFF0063,Finding Happiness from Within,"People from around the world revealed that they consider happiness and life satisfaction to be extremely  mportant, even more important than money. They are certainly not alone as these views are shared with a growing number of people looking for happiness in life and at work. Yet, most working adults in ingapore report not having positive experiences at work. Since most working adults spend a significant
amount of time working, experience at work can and will influence the quality of life and well-being of the individual. ",https://drive.google.com/file/d/1ZuUzsfKvxm6GLgz3ccduLdTa7fOwanbd/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,08 June 2022,08 June 2022
SFF0064,Peaceful Mind: Mental Relaxation,"Do ideas and thoughts seem to flood your mind sometimes? Are you feeling stressed at work? While we cannot avoid stress, there are strategies to help us cope better. Relaxation is a key to maintaining physical, mental, and emotional wellness. This talk explores mental relaxation techniques that can help put your mind and body at rest.",https://drive.google.com/file/d/1NUg-YCQGYLiF74f80xXw47RcZoE5tgq0/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,09 June 2022,09 June 2022
SFF0065,Experiencing Positive Emotions (Laughter Therapy),"Happiness is associated with numerous outcomes including having better relationships, a successful career, and healthier life. Barbara Fredickson, a psychologist, supports that positive emotions have
long-lasting effects on a person’s growth and development. Positive emotions and laughter can protect us against negative emotions, enhance resilience, and improve overall well-being. ",https://drive.google.com/file/d/1jbpTPNqELyxYhIS7CVnCj-T6tcRkH7cD/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1fN6Tn2Dv4VeUBIdrCo2cLlGFVQvD8n0_/view?usp=sharing,Not required,Special,10 June 2022,10 June 2022
SFF0066,Art Therapy Workshop,"Art Therapy is a technique that can foster healing and well-being. The purpose of Art Therapy is to help people to explore their self-expression while finding new ways to gain their personal insights and develop their new coping skills.
Gond Art is one of the many Art Therapies that is created out of carefully drawn lines. Lines are used in such a way to convey a sense of movement to still images. Dots and dashes are added to impart a greater sense of movement and increase the amount of detail. As this art form is tribal, Motifs used in this art are associated with forests and animals.",https://drive.google.com/file/d/17fSIACzf_YEep61frAZ-d-LCXPKwMmVI/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/17iwn328qBfIQTS4UmE_u-n758ttODsew/view?usp=sharing,Art supplies,Special,11 June 2022,11 June 2022
SFF0067,Soap Making Workshop,"Imagine the experience of using handmade soap of your favourite scent, made using only natural raw ingredients of your choice and liking. In this workshop, you will get to learn how to make soap using the melt and pour method mixed with essential oils. The handmade soap does not contain any synthetic additives or any chemicals generally found in commercial soaps that could easily aggravate skin, causing major discomfort. Get ready to feel refreshed, moisturised and supple even after multiple washes.",https://drive.google.com/file/d/1eb_AZ7-x3EmRiABTppkUScOnqm6m5VHj/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Art supplies,Special,12 June 2022,12 June 2022
SFF0068,Managing Remote Teams Effectively,"With the dynamic changes of the Global Pandemic, work structures are rapidly changing, regardless of whether companies of leaders are equipped with skills to adapt and cope with the changes. Managing
remote teams is becoming the new norm right now, and not all leaders are equipped in this area. What are the dynamics of effective teams? How to manage expectations and work performance when there is no facetime?",https://drive.google.com/file/d/1p0EbzfU6k23_jSVKpsGLlLXLw8159Yq-/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/17nQzs0qZ5DDbM_8yQuCPOEbsUrKOTrHX/view?usp=sharing,Not required,Classic,13 June 2022,13 June 2022
SFF0069,Managing Conflicts Effectively,"Most people spend at least one-third of their lives in the workplace. Amidst the hustle and bustle of workflow, productivity, and conquering deadlines, conflicts are bound to take place in varying frequencies and degrees. Conflict occurs when needs and expectations are misaligned, perspectives and values differ, or when communication breaks down. The fact that conflict exists, however, is not necessarily a bad thing; as long as it is resolved effectively, it can lead to personal and professional growth for all parties.",https://drive.google.com/file/d/10pTzZ_yJq8Bvt-R5ufgElI0GtVGT1kRb/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,14 June 2022,14 June 2022
SFF0070,Secrets to Building Positive Relationships,"Even the best relationships can be challenging at times. Ironically, challenges are essential in a relationship so that people involved can grow closer together. However, some people fi nd the challenges too daunting and that their relationship could not recover from the damage. Often, these challenges arise out of miscommunication or the lack of communication between two individuals.",https://drive.google.com/file/d/1n7-haWf01mc8S2MHgd4KiturgQYCfbqa/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,15 June 2022,15 June 2022
SFF0071,Strengthening Emotional Intelligence,"Success at work is no longer defi ned by the paycheck. It is also not about how smart an employee is, nor measured by the training or school one comes from. Companies around the world now place the emphasis on emotional intelligence. Companies value employees who can handle themselves and each other while working together. When things do not go our way, it is sometimes hard to accept leaving us with strong and negative emotions. While experiencing negative emotions is natural, it needs to be properly managed to avoid hurting others unnecessarily.",https://drive.google.com/file/d/1UdZoIwRnyAS_-Mpt3vH39r4RyrFthnzC/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,16 June 2022,16 June 2022
SFF0072,Cultivating Powerful Mindset for Achieving Goals,"Some people call it perseverance, others call it grit. Whatever label you give, a strong mindset is a trait shared by high performing individuals, whether they are entrepreneurs, leaders, sports people or Olympians. Learning how to cultivate a strong mindset is a fundamental skill to develop resiliency against setbacks, and advance towards your goals.",https://drive.google.com/file/d/1qjaOJsMGZswZXD2cndU5JFRgba_03YmG/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,17 June 2022,17 June 2022
SFF0073,Motivation - Get Up and Going,"When faced with the daunting idea of embarking on an exercise regime, some people fi nd it especially challenging to get into the swing of things due to negative internal thoughts about their ability to overcome the initial barrier or to maintain exercise involvement. This talk emphasizes the countering of negative self-talk using strategies based on Cognitive Behavioral Therapy, which strives to highlight the power of thoughts to affect motivation and ultimately, behavior. In addition, it aims to provide an insight to the types of motivation underlying physical activity and introduces key points to goal setting in order to equip individuals with the ability to create measurable and attainable targets for themselves. It’s time to get up and going!",https://drive.google.com/file/d/1zjLfdWYRkbdF_SYokGkaGdCUjhLl0B_t/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,,18 June 2022,18 June 2022
SFF0074,Meridian Therapy: Human Reset,"Meridian Therapy focuses on the basic concept of the meridian system and its impact on our health. This is done by using various acupressure points with hand techniques such as kneading, tapping, and cupping, which increases the blood circulation and strengthens each individual's general well-being.",https://drive.google.com/file/d/1gwUl79aaBUteSFnCuGBpAG98GQTmnKYr/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,19 June 2022,19 June 2022
SFF0075,"Sleep Right, Live Bright","Sleep is an intrinsic and extremely essential part of life; a fact that is often disregarded and devalued. Many individuals, especially those living in urban environments, make an ill-advised compromise on sleep, leaving them tired, sleepy, or unable to enjoy a restful night in the long term. This talk focuses on understanding the science of sleep, sleep problems and their respective causes and subsequent implications on health and daily life. Participants will be able to better understand the importance of
sleep, as well as learn how to implement healthy sleeping habits through various tips and the cultivation of healthy sleeping habits.",https://drive.google.com/file/d/1EmJvhNKMN5ooZf9suX92p4mKLygR4BfZ/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,20 June 2022,20 June 2022
SFF0076,Managing Anxieties,"In our day-to-day lives, we encounter several different situations and it is inevitable to react with anxiety to some of them. However, it is important to differentiate ordinary anxiety from anxiety disorders.
This talk focuses on understanding the symptoms and factors that lead to the onset and maintenance of anxiety as well as effective strategies to overcome anxiety such as mental relaxation techniques, positive self-talk patterns, and overcoming cognitive distortions.",https://drive.google.com/file/d/1kViSKiMeDUJiu83AJEEwaTDPnjhVWrjl/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,https://drive.google.com/file/d/1pSrBnsxeg4TuTUeFQrH4EVN4df7JWJNO/view?usp=sharing,Not required,Classic,21 June 2022,21 June 2022
SFF0077,Live Well: Start with the End,"How do you picture yourself in 20-30 years? Are you in good health and keeping well in that visualization? How do you ensure that you achieve that? Today, we spend over 40 hours per week for work and a bulk of the time juggling family or social commitments. We spend more time battling with deadlines and little to no time planning for our well-being. We often overlook that who we become in the future is dependent on who we are today. This talk will help you to jumpstart your plans to strengthen your well-being.",https://drive.google.com/file/d/15ZJ_sweUMQ1zuhj4unWdQaBOj_vn2lRd/view?usp=sharing,Mental Wellbeing Talk,N/A,Yes,Yes,Mental well being,,Not required,Classic,22 June 2022,22 June 2022